mae,rmse,mape,wape,sku_id,model
10.1526034383484,15.100271992846178,95.90378772019231,26.54275408718536,SKU-003,gradient_boosting
6.517347099439137,7.983279653310004,207.8467244110197,48.72782878085336,SKU-004,gradient_boosting
4.018771878974139,5.229472952017166,156.53161488549517,37.823735331521306,SKU-005,gradient_boosting
12.899016763924632,18.5236477960713,52.71302161683909,28.58507870121802,SKU-006,gradient_boosting
11.772917550145168,14.044935986529133,68.88277259140271,33.28033229723016,SKU-007,gradient_boosting
2.745805242663927,3.1580378427431026,142.53858943347254,46.73711051342854,SKU-008,gradient_boosting
2.3633478240957038,2.9253303623263833,67.32359967028312,52.518840535460086,SKU-009,gradient_boosting
11.455793728257794,13.318007815900996,168.36940299088903,47.73247386774081,SKU-010,gradient_boosting
2.624267064762369,3.682279229690348,54.25156798254358,39.611578336035755,SKU-011,gradient_boosting
4.46124490709373,6.427209472319659,97.77129621220911,31.584034740486583,SKU-012,gradient_boosting
19.106441349764538,22.313986140776137,60.92014934152925,30.631569298219702,SKU-013,gradient_boosting
21.442167627298154,26.486447714579707,54.995345935164906,34.865313215118945,SKU-014,gradient_boosting
12.59311753021595,17.015618809180925,125.55784208390502,34.98088202837764,SKU-015,gradient_boosting
26.247829331757817,30.750337853161284,34.60277375129911,34.42338273017418,SKU-016,gradient_boosting
3.3340192220661136,4.031352162039514,180.67535129198504,91.97294405699623,SKU-017,gradient_boosting
11.485314564339511,16.58841749601305,43.04283131256154,23.620184194014417,SKU-018,gradient_boosting
7.056063740026279,8.075843584498921,106.60767131248012,48.246589675393366,SKU-019,gradient_boosting
12.47594414073954,14.546540213193968,43.33613074701279,33.605236742732764,SKU-020,gradient_boosting
4.082556534996639,5.567099262479092,202.59447638778195,38.42406150585072,SKU-021,gradient_boosting
28.0277619149298,30.546673924167543,66.74856232257082,35.03470239366225,SKU-022,gradient_boosting
2.1496823419651996,2.6375926980474307,86.0972466683914,38.216574968270216,SKU-023,gradient_boosting
8.424763638986564,10.302510122296688,36.86101570146108,32.24789909659928,SKU-024,gradient_boosting
20.729625773403807,25.336093982765004,86.26217984505612,40.25170053088118,SKU-025,gradient_boosting
12.536459017881526,16.502700174922875,62.38733765505522,30.57672931190616,SKU-026,gradient_boosting
8.455790139398141,10.911435745428617,59.671899868107836,39.55925211414335,SKU-027,gradient_boosting
3.336340716774202,3.6652850600801585,135.02549199824628,66.72681433548404,SKU-028,gradient_boosting
4.175493288738501,5.355802287881483,50.38949522109723,43.38174845442598,SKU-029,gradient_boosting
2.65458027828262,4.169056593161165,42.23699142436414,20.419848294481692,SKU-030,gradient_boosting
20.640586701763922,25.02961201530995,86.37116949203968,32.89336526177517,SKU-031,gradient_boosting
20.41585724416711,25.269121351948293,69.43249817327275,34.02642874027852,SKU-032,gradient_boosting
26.213906605168667,30.527834022214833,82.48124350762181,45.19639069856667,SKU-033,gradient_boosting
25.936231586757433,33.368527539610206,61.788162438349005,35.46835088787341,SKU-034,gradient_boosting
3.907104014207353,4.478188559116416,159.3403104909806,53.891089851135895,SKU-035,gradient_boosting
19.74279347447366,25.199052613656153,113.23192649542884,33.604754850167936,SKU-036,gradient_boosting
5.965477052928859,6.373138777817436,70.8367293626793,37.87604478050069,SKU-037,gradient_boosting
4.097378353154736,5.448550623968635,63.00709203334702,28.25778174589473,SKU-038,gradient_boosting
4.243856669969008,5.591689519890552,156.14137880943954,89.34435094671596,SKU-039,gradient_boosting
2.2357745584177486,2.8088970129103656,47.309510704471,29.321633553019655,SKU-040,gradient_boosting
1.0813031428768052,1.396113979416944,61.88432942874521,41.19250068102115,SKU-041,gradient_boosting
14.636641781770527,19.814813355080084,61.07371714527834,31.732556708445586,SKU-042,gradient_boosting
18.93893470286611,25.71493078449705,26.374314896317586,28.21442786274281,SKU-043,gradient_boosting
5.041657861822875,7.102474395008387,66.61795904773135,43.369099886648385,SKU-044,gradient_boosting
4.867524340938142,5.915001848604191,125.59006661333143,69.53606201340203,SKU-045,gradient_boosting
3.4993015086199533,4.061456356861811,74.4057823326342,44.43557471263433,SKU-046,gradient_boosting
4.18991869290697,4.839604237540219,92.29951489551024,85.94705011091219,SKU-047,gradient_boosting
7.829844060930059,9.516038783955075,244.46129045856998,40.940361102902266,SKU-048,gradient_boosting
2.049187621771085,2.3727343560476384,94.7174871056344,52.88226120699575,SKU-049,gradient_boosting
1.3746089794429799,1.7489587084617324,98.26277532942773,64.68748138555199,SKU-050,gradient_boosting
5.337103267579565,7.249025614133549,20.89783014579484,20.929816735606135,SKU-051,gradient_boosting
15.83186724932191,20.65902697820726,50.06584179717108,30.084308312250656,SKU-052,gradient_boosting
14.452190264658435,23.567808405049476,67.34981118401763,17.597796364880896,SKU-053,gradient_boosting
9.864585895456123,11.545715067072056,111.72033979003177,41.9769612572601,SKU-054,gradient_boosting
7.319294778153322,8.609202464714821,271.40547492181173,50.47789502174705,SKU-055,gradient_boosting
3.0316405738834424,3.319267299023887,77.2546511761109,43.30915105547775,SKU-056,gradient_boosting
5.247930837281275,6.70674083020667,55.716485912277605,24.26788826488451,SKU-057,gradient_boosting
4.6764567898849885,6.660496601048908,209.32348679558933,24.612930473078887,SKU-058,gradient_boosting
18.092878770425585,19.974630699930444,54.149163956822235,42.69705904525212,SKU-059,gradient_boosting
34.434125454057956,41.51637998661453,73.28173076690705,41.17683163415003,SKU-060,gradient_boosting
