sku_id,week_start_date,weekly_units,unit_price,promo_flag,revenue,category,subcategory,unit_cost,list_price,launch_date
SKU-001,2024-05-13,7.0,185.03,0,1295.21,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-05-20,17.0,180.6833333333333,1,3147.9800000000005,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-05-27,24.0,185.03,0,4440.72,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-06-03,7.0,185.03,0,1295.21,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-06-10,22.0,185.03,0,4070.66,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-06-17,8.0,185.03,0,1480.24,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-06-24,7.0,185.03,0,1295.21,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-07-01,20.0,151.57999999999998,1,3054.8199999999997,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-07-08,10.0,185.03,0,1850.3,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-07-15,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-07-22,14.0,185.03,0,2590.42,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-07-29,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-08-05,15.0,177.80599999999998,1,2739.33,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-08-12,24.0,150.48833333333332,1,3604.7299999999996,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-08-19,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-08-26,13.0,177.54166666666666,1,2595.73,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-09-02,22.0,170.546,1,4416.38,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-09-09,13.0,173.815,1,2136.23,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-09-16,13.0,185.03,0,2405.39,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-09-23,19.0,185.03,0,3515.57,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-09-30,12.0,185.03,0,2220.36,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-10-07,25.0,164.9557142857143,1,5016.37,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-10-14,24.0,173.69000000000003,1,4138.92,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-10-21,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-10-28,20.0,185.03,0,3700.6,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-11-04,14.0,185.03,0,2590.42,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-11-11,14.0,185.03,0,2590.42,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-11-18,16.0,185.03,0,2960.48,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-11-25,22.0,162.122,1,3576.36,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-12-02,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-12-09,3.0,171.13666666666666,1,513.41,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-12-16,20.0,153.335,1,3065.12,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-12-23,16.0,161.26600000000002,1,2458.81,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2024-12-30,19.0,170.91857142857143,1,3128.13,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-01-06,15.0,185.03,0,2775.4500000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-01-13,17.0,185.03,0,3145.51,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-01-20,15.0,185.03,0,2775.4500000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-01-27,11.0,185.03,0,2035.33,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-02-03,8.0,185.03,0,1480.24,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-02-10,11.0,185.03,0,2035.33,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-02-17,13.0,179.47166666666666,1,2238.64,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-02-24,19.0,185.03,0,3515.57,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-03-03,8.0,185.03,0,1480.24,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-03-10,14.0,179.65,1,2525.86,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-03-17,31.0,150.434,1,4655.42,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-03-24,15.0,185.03,0,2775.45,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-03-31,15.0,185.03,0,2775.45,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-04-07,13.0,185.03,0,2405.3900000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-04-14,25.0,185.03,0,4625.75,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-04-21,10.0,185.03,0,1850.3,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-04-28,12.0,185.03,0,2220.36,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-05-05,12.0,185.03,0,2220.36,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-05-12,22.0,185.03,0,4070.66,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-05-19,14.0,185.03,0,2590.42,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-05-26,16.0,161.76333333333335,1,2622.98,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-06-02,18.0,185.03,0,3330.54,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-06-09,12.0,185.03,0,2220.36,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-06-16,17.0,185.03,0,3145.51,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-06-23,20.0,185.03,0,3700.6,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-06-30,23.0,152.73,1,3494.3999999999996,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-07-07,13.0,179.845,1,2343.17,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-07-14,17.0,185.03,0,3145.51,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-07-21,13.0,185.03,0,2405.3900000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-07-28,11.0,185.03,0,2035.33,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-08-04,18.0,180.33666666666667,1,3161.58,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-08-11,22.0,154.525,1,3409.1800000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-08-18,16.0,165.4275,1,2471.2,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-08-25,15.0,185.03,0,2775.45,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-09-01,25.0,180.788,1,4477.28,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-09-08,18.0,169.98333333333332,1,2699.2400000000002,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-09-15,28.0,185.03,0,5180.84,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-09-22,18.0,185.03,0,3330.54,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-09-29,19.0,185.03,0,3515.57,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-10-06,24.0,167.865,1,3937.2200000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-10-13,23.0,164.94,1,3730.79,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-10-20,21.0,185.03,0,3885.63,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-10-27,20.0,185.03,0,3700.6,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-11-03,19.0,185.03,0,3515.57,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-11-10,20.0,185.03,0,3700.6,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-11-17,19.0,179.964,1,3439.58,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-11-24,18.0,151.648,1,2718.51,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-12-01,14.0,185.03,0,2590.42,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-12-08,4.0,185.03,0,740.12,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-12-15,26.0,152.9385714285714,1,3943.4,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-12-22,16.0,169.445,1,2754.4900000000002,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2025-12-29,13.0,164.97,1,2202.5699999999997,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-01-05,11.0,185.03,0,2035.33,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-01-12,12.0,185.03,0,2220.36,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-01-19,15.0,185.03,0,2775.45,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-01-26,6.0,185.03,0,1110.18,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-02-02,11.0,185.03,0,2035.33,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-02-09,13.0,185.03,0,2405.3900000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-02-16,30.0,173.60857142857142,1,5151.15,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-02-23,7.0,185.03,0,1295.21,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-03-02,15.0,185.03,0,2775.4500000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-03-09,24.0,180.35285714285715,1,4277.02,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-03-16,30.0,156.52857142857144,1,4809.41,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-03-23,22.0,185.03,0,4070.66,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-03-30,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-04-06,16.0,185.03,0,2960.48,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-04-13,16.0,185.03,0,2960.48,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-04-20,17.0,185.03,0,3145.51,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-04-27,19.0,185.03,0,3515.57,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-05-04,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-05-11,10.0,185.03,0,1850.3,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-05-18,21.0,179.32833333333335,1,3680.37,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-05-25,19.0,171.916,1,3162.77,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-06-01,14.0,185.03,0,2590.42,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-06-08,16.0,185.03,0,2960.48,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-06-15,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-06-22,10.0,185.03,0,1850.3,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-06-29,21.0,162.65666666666667,1,3356.16,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-07-06,18.0,174.04166666666666,1,3144.45,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-07-13,9.0,185.03,0,1665.27,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-07-20,9.0,185.03,0,2035.33,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-07-27,19.0,185.03,0,3515.57,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-08-03,13.0,185.03,0,2405.3900000000003,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-08-10,18.0,153.51,1,2818.48,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-08-17,13.0,157.548,1,2105.37,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-08-24,15.0,185.03,0,2775.45,Furniture,Tables,85.91,185.03,2022-07-11
SKU-001,2026-08-31,3.0,185.03,0,555.09,Furniture,Tables,85.91,185.03,2022-07-11
SKU-002,2025-02-17,2.0,184.36,0,368.72,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-02-24,14.0,184.36,0,2581.04,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-03-03,34.0,184.36,0,6268.24,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-03-10,31.0,173.0,1,5303.77,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-03-17,21.0,163.1525,1,3460.8999999999996,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-03-24,26.0,184.36,0,4793.36,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-03-31,29.0,184.35999999999999,0,6636.96,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-04-07,19.0,184.36,0,3502.84,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-04-14,24.0,184.36,0,4424.639999999999,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-04-21,23.0,184.35999999999999,0,5346.4400000000005,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-04-28,9.0,184.36,0,1659.2400000000002,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-05-05,12.0,184.36,0,2212.32,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-05-12,13.0,184.36,0,2396.6800000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-05-19,21.0,177.08833333333334,1,3653.41,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-05-26,32.0,153.82000000000002,1,4817.84,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-06-02,20.0,184.35999999999999,0,3687.2000000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-06-09,17.0,184.36,0,3134.1200000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-06-16,26.0,184.35999999999999,0,4793.36,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-06-23,25.0,184.35999999999999,0,4609.0,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-06-30,40.0,158.93166666666667,1,6147.030000000001,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-07-07,15.0,180.18333333333337,1,2640.1000000000004,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-07-14,18.0,184.36,0,3318.4800000000005,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-07-21,27.0,184.35999999999999,0,4977.72,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-07-28,13.0,184.36,0,2396.6800000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-08-04,20.0,176.10750000000002,1,3489.14,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-08-11,8.0,142.775,1,1140.77,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-08-18,34.0,169.80285714285716,1,5570.04,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-08-25,22.0,184.36,0,5162.08,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-09-01,21.0,175.632,1,4479.610000000001,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-09-08,17.0,175.716,1,2831.58,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-09-15,20.0,184.36,0,3687.2000000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-09-22,28.0,184.36,0,5162.08,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-09-29,18.0,184.36,0,3318.48,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-10-06,27.0,172.59500000000003,1,4626.360000000001,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-10-13,35.0,168.92333333333332,1,5615.55,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-10-20,25.0,184.36,0,4609.0,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-10-27,23.0,184.35999999999999,0,4240.280000000001,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-11-03,18.0,184.36,0,3318.48,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-11-10,13.0,184.36,0,2396.6800000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-11-17,17.0,178.41400000000002,1,2985.4700000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-11-24,23.0,158.368,1,3661.19,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-12-01,24.0,184.35999999999999,0,4424.64,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-12-08,14.0,184.36,0,2581.04,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-12-15,42.0,150.4025,1,6241.780000000001,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-12-22,16.0,169.19,1,2737.16,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2025-12-29,28.0,170.93285714285713,1,4639.150000000001,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-01-05,21.0,184.36,0,3871.5600000000004,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-01-12,15.0,184.36,0,2949.76,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-01-19,18.0,184.36,0,3318.48,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-01-26,16.0,184.35999999999999,0,5162.08,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-02-02,21.0,184.36,0,3871.5600000000004,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-02-09,16.0,184.36,0,2949.76,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-02-16,14.0,178.9925,1,2430.75,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-02-23,10.0,184.36,0,1843.6,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-03-02,27.0,184.36,0,4977.72,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-03-09,12.0,177.705,1,2368.08,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-03-16,39.0,151.24200000000002,1,5836.79,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-03-23,21.0,184.36,0,3871.5600000000004,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-03-30,24.0,184.36,0,4424.64,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-04-06,27.0,184.36,0,4977.72,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-04-13,28.0,184.36,0,5162.08,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-04-20,23.0,184.36,0,4240.280000000001,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-04-27,22.0,184.36,0,4055.92,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-05-04,11.0,184.36,0,2027.96,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-05-11,22.0,184.36,0,4055.92,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-05-18,14.0,179.995,1,2528.6600000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-05-25,25.0,176.114,1,4361.62,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-06-01,20.0,184.36,0,3687.2000000000003,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-06-08,11.0,184.36,0,2027.96,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-06-15,12.0,184.36,0,2212.32,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-06-22,11.0,184.36,0,2027.96,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-06-29,39.0,161.07142857142858,1,6199.65,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-07-06,23.0,184.36,0,4240.28,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-07-13,21.0,184.35999999999999,0,3871.5600000000004,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-07-20,12.0,184.36,0,2212.32,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-07-27,10.0,184.36,0,1843.6000000000001,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-08-03,19.0,184.36,0,3502.84,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-08-10,27.0,155.865,1,4245.1,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-08-17,20.0,164.47666666666666,1,3217.97,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-08-24,7.0,184.36,0,1290.52,Furniture,Tables,81.76,184.36,2025-02-23
SKU-002,2026-08-31,4.0,184.36,0,737.44,Furniture,Tables,81.76,184.36,2025-02-23
SKU-003,2024-01-01,34.0,246.8125,1,8213.17,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-01-08,19.0,267.95,0,5091.05,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-01-15,36.0,267.95,0,9646.2,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-01-22,25.0,267.95,0,6698.75,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-01-29,34.0,267.95,0,9110.3,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-02-05,21.0,267.95,0,5626.95,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-02-12,28.0,258.27666666666664,1,7241.42,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-02-19,28.0,254.595,1,7128.66,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-02-26,57.0,267.95,0,15273.15,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-03-04,37.0,267.95,0,9914.15,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-03-11,57.0,244.22799999999998,1,13010.81,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-03-18,63.0,236.308,1,14763.08,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-03-25,41.0,267.95,0,10985.949999999999,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-04-01,38.0,267.95,0,10182.1,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-04-08,36.0,267.95,0,9646.2,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-04-15,42.0,267.95,0,11253.9,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-04-22,40.0,267.95,0,10718.0,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-04-29,34.0,267.95,0,9110.3,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-05-06,30.0,267.95,0,8038.5,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-05-13,27.0,267.95,0,7234.65,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-05-20,22.0,258.5825,1,8199.7,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-05-27,48.0,262.20799999999997,1,12517.08,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-06-03,38.0,267.95,0,12325.699999999999,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-06-10,40.0,267.95,0,10718.0,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-06-17,27.0,267.95,0,7234.65,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-06-24,19.0,267.95,0,5091.05,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-07-01,48.0,226.8275,1,10916.08,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-07-08,28.0,267.95,0,7502.6,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-07-15,31.0,267.95,0,8306.45,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-07-22,21.0,267.95,0,5626.95,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-07-29,18.0,267.95,0,4823.1,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-08-05,19.0,267.95,0,5091.049999999999,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-08-12,66.0,220.17666666666665,1,14385.48,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-08-19,39.0,252.12833333333333,1,11315.41,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-08-26,37.0,261.73400000000004,1,9447.95,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-09-02,38.0,245.02,1,9088.220000000001,Furniture,Sofas,134.33,267.95,2023-03-28
SKU-003,2024-09-09,17.0,204.61,1,3478.37,Furniture,Sofas,134.33,267.95,2023-03-28
